時間,裝置,溫度(°C),酸鹼(pH),溶解(ppm),TDS(EC)(ppm),導電(mS/cm),濁度(NTU),光照(lx),CO2_B(ppm),CO2_C(ppm)
2026-05-06 17:58:47,UNO_01,22.625,10.13415,944,6659,10.24607,488.1157,2487.5,-2,411
2026-05-06 17:59:00,UNO_01,22.625,10.15683,945,6664,10.2527,890.0259,2491.667,-2,404
2026-05-06 17:59:13,UNO_01,22.625,10.30072,1068,6746,10.37988,493.8579,2490.833,-2,400
2026-05-06 17:59:25,UNO_01,22.625,10.17514,944,6663,10.25137,449.395,2489.167,-2,400
2026-05-06 17:59:38,UNO_01,22.625,10.19607,945,6664,10.2527,448.5669,2480.833,-2,400
2026-05-06 17:59:51,UNO_01,22.625,10.25974,1101,7013,10.79057,470.8521,2468.333,-2,400
2026-05-06 18:00:04,UNO_01,22.625,10.21526,944,6665,10.25402,511.0435,2492.5,-2,400
2026-05-06 18:00:16,UNO_01,22.625,10.2327,944,6665,10.25402,460.1353,2493.333,-2,400
2026-05-06 18:00:29,UNO_01,22.625,10.23619,1027,7083,10.89788,690.686,2486.667,-2,400
2026-05-06 18:00:41,UNO_01,22.6875,10.31032,941,6655,10.23899,479.9009,2492.5,-2,400
2026-05-06 18:00:54,UNO_01,22.625,10.25625,943,6660,10.2474,427.0161,2473.333,-2,400
2026-05-06 18:01:07,UNO_01,22.625,10.25974,944,7075,10.88595,853.0024,2475,-2,400
2026-05-06 18:01:20,UNO_01,22.6875,10.41497,973,6665,10.25487,412.0435,2487.5,-2,400
2026-05-06 18:01:32,UNO_01,22.625,10.26846,945,6667,10.25799,417.8716,2473.333,-2,400
2026-05-06 18:01:47,UNO_01,22.625,10.26846,944,6664,10.2527,1009.418,2482.5,-2,400
2026-05-06 18:01:58,UNO_01,22.625,10.45508,1058,6665,10.25402,457.6587,2469.167,-2,400
2026-05-06 18:02:10,UNO_01,22.625,10.28677,944,6664,10.2527,402.0376,2480.833,-2,400
2026-05-06 18:02:28,UNO_01,22.625,10.28067,944,6668,10.25932,712.6704,2485,-2,400
2026-05-06 18:02:35,UNO_01,22.625,10.38183,1078,6912,10.63424,397.0278,2488.333,-2,400
2026-05-06 18:02:48,UNO_01,22.6875,10.29811,941,6657,10.24163,435.3169,2490.833,-2,400
2026-05-06 18:03:04,UNO_01,22.625,10.29549,944,6663,10.25137,470.8521,2496.667,-2,401
2026-05-06 18:03:14,UNO_01,22.6875,10.30683,1059,7053,10.85163,561.436,2495.833,-2,400
2026-05-06 18:03:26,UNO_01,22.6875,10.34956,941,6660,10.24693,442.7739,2497.5,-2,400
2026-05-06 18:03:39,UNO_01,22.625,10.31381,943,6661,10.24872,396.1938,2492.5,-2,404
2026-05-06 18:03:52,UNO_01,22.6875,10.30683,941,7182,11.05011,881.7427,2490.833,-2,400
2026-05-06 18:04:04,UNO_01,22.6875,10.44811,941,6660,10.24693,438.6333,2481.667,-2,405
2026-05-06 18:04:17,UNO_01,22.625,10.31729,944,6672,10.26462,474.9673,2478.333,-2,405
2026-05-06 18:04:30,UNO_01,22.625,10.30334,942,6879,10.5839,921.5083,2477.5,-2,405
2026-05-06 18:04:43,UNO_01,22.6875,10.47078,1011,6650,10.23105,433.6587,2485,-2,404
2026-05-06 18:04:55,UNO_01,22.625,10.31642,943,6669,10.26064,416.2075,2492.5,-2,414
2026-05-06 18:05:08,UNO_01,22.625,10.31817,944,6670,10.26197,859.0708,2485,-2,424
2026-05-06 18:05:22,UNO_01,22.625,10.46555,1067,6798,10.45936,418.7017,2493.333,-2,411
2026-05-06 18:05:33,UNO_01,22.625,10.32601,943,6666,10.25667,381.1313,2484.167,-2,400
2026-05-06 18:05:46,UNO_01,22.625,10.3391,944,6663,10.25137,450.2231,2492.5,-2,400
2026-05-06 18:05:58,UNO_01,22.625,10.33212,1107,7050,10.84621,523.2837,2486.667,-2,400
2026-05-06 18:06:11,UNO_01,22.6875,10.33125,941,6657,10.24296,446.0864,2489.167,-2,400
2026-05-06 18:06:24,UNO_01,22.6875,10.33648,941,6657,10.24296,441.1177,2475,-2,400
2026-05-06 18:06:37,UNO_01,22.6875,10.34869,997,7102,10.92706,738.4438,2490,-2,400
2026-05-06 18:06:49,UNO_01,22.6875,10.45596,942,6652,10.23502,471.6743,2480.833,-2,400
2026-05-06 18:07:02,UNO_01,22.625,10.3609,946,6678,10.27389,447.7427,2492.5,-2,400
2026-05-06 18:07:14,UNO_01,22.6875,10.367,941,7005,10.77753,884.0044,2492.5,-2,400
2026-05-06 18:07:27,UNO_01,22.6875,10.51613,988,6663,10.2509,435.3169,2474.167,-2,400
2026-05-06 18:07:40,UNO_01,22.625,10.39055,950,6666,10.25667,421.1997,2491.667,-2,400
2026-05-06 18:07:53,UNO_01,22.625,10.36264,943,6665,10.25534,954.2329,2494.167,-2,400
2026-05-06 18:08:05,UNO_01,22.6875,10.56322,1062,6696,10.3025,451.8755,2480.833,-2,400
2026-05-06 18:08:18,UNO_01,22.625,10.37311,943,6672,10.26594,472.4985,2487.5,-2,400
2026-05-06 18:08:31,UNO_01,22.6875,10.37747,941,6660,10.24693,506.9575,2492.5,-2,400
2026-05-06 18:08:44,UNO_01,22.6875,10.4734,1086,6966,10.71799,432.8267,2480.833,-2,400
2026-05-06 18:08:56,UNO_01,22.6875,10.38008,941,6657,10.24296,464.2603,2490,-2,400
2026-05-06 18:09:09,UNO_01,22.6875,10.39317,954,6659,10.2456,417.8716,2485.833,-2,400
2026-05-06 18:09:21,UNO_01,22.625,10.38793,1033,7075,10.88595,636.8599,2475.833,-2,400
2026-05-06 18:09:34,UNO_01,22.6875,10.46904,944,6669,10.26148,436.9751,2470,-2,400
2026-05-06 18:09:47,UNO_01,22.6875,10.38619,940,6657,10.24296,439.4595,2471.667,-2,400
2026-05-06 18:09:59,UNO_01,22.6875,10.38881,941,7088,10.90588,872.688,2492.5,-2,400
2026-05-06 18:10:12,UNO_01,22.6875,10.5641,963,6659,10.2456,456.0063,2469.167,-2,400
2026-05-06 18:10:25,UNO_01,22.625,10.4141,944,6672,10.26462,425.354,2494.167,-2,400
2026-05-06 18:10:37,UNO_01,22.6875,10.40014,941,6657,10.24296,1032.733,2480.833,-2,400
2026-05-06 18:10:50,UNO_01,22.6875,10.56846,1049,6658,10.24428,441.1177,2484.167,-2,400
2026-05-06 18:11:03,UNO_01,22.625,10.39404,943,6665,10.25534,458.4829,2497.5,-2,400
2026-05-06 18:11:15,UNO_01,22.6875,10.39666,941,6659,10.2456,703.2622,2495.833,-2,400
2026-05-06 18:11:28,UNO_01,22.6875,10.48212,1073,6909,10.62933,404.5415,2485.833,-2,400
2026-05-06 18:11:41,UNO_01,22.6875,10.40363,941,6657,10.24296,398.6997,2473.333,-2,400
2026-05-06 18:11:53,UNO_01,22.625,10.40538,943,6666,10.25667,431.1685,2482.5,-2,400
2026-05-06 18:12:06,UNO_01,22.6875,10.41671,1055,7058,10.85957,615.3188,2471.667,-2,400
2026-05-06 18:12:19,UNO_01,22.6875,10.44724,941,6663,10.2509,452.7017,2495.833,-2,400
2026-05-06 18:12:31,UNO_01,22.6875,10.42718,941,6663,10.25222,411.2114,2496.667,-2,400
2026-05-06 18:12:44,UNO_01,22.625,10.43764,947,7134,10.97604,896.7935,2476.667,-2,400
2026-05-06 18:12:57,UNO_01,22.6875,10.56061,948,6660,10.24693,438.6333,2478.333,-2,400
2026-05-06 18:13:09,UNO_01,22.625,10.4141,943,6671,10.26329,439.4595,2497.5,-2,400
2026-05-06 18:13:22,UNO_01,22.6875,10.42282,940,6742,10.37263,963.8521,2470.833,-2,400
2026-05-06 18:13:36,UNO_01,22.6875,10.60072,1042,6661,10.24825,437.8032,2470.833,-2,400
2026-05-06 18:13:47,UNO_01,22.625,10.42543,944,6665,10.25534,455.1802,2485.833,-2,400
2026-05-06 18:14:00,UNO_01,22.6875,10.41235,940,6656,10.24031,722.8384,2476.667,-2,400
2026-05-06 18:14:13,UNO_01,22.625,10.50828,1077,6898,10.61304,416.2075,2497.5,-2,400
2026-05-06 18:14:25,UNO_01,22.625,10.41497,943,6667,10.25799,483.188,2496.667,-2,400
2026-05-06 18:14:38,UNO_01,22.6875,10.42456,940,6662,10.24957,494.6782,2475,-2,400
2026-05-06 18:14:51,UNO_01,22.625,10.40886,1050,7062,10.86476,636.0649,2495.833,-2,400
2026-05-06 18:15:03,UNO_01,22.6875,10.46991,941,6661,10.24825,451.8755,2486.667,-2,400
2026-05-06 18:15:16,UNO_01,22.6875,10.40363,940,6659,10.2456,470.8521,2497.5,-2,400
2026-05-06 18:15:29,UNO_01,22.6875,10.41148,941,7132,10.97337,923.7466,2470.833,-2,400
2026-05-06 18:15:43,UNO_01,22.6875,10.55886,947,6657,10.24163,448.5669,2495.833,-2,400
2026-05-06 18:15:54,UNO_01,22.625,10.42369,944,6664,10.2527,431.9985,2491.667,-2,1054
2026-05-06 18:16:07,UNO_01,22.6875,10.4045,940,6784,10.43747,964.5903,2495.833,-2,537
2026-05-06 18:16:20,UNO_01,22.625,10.57979,1039,6669,10.26064,425.354,2480.833,-2,400
2026-05-06 18:16:32,UNO_01,22.6875,10.40538,940,6662,10.24957,463.4341,2495.833,-2,400
2026-05-06 18:16:45,UNO_01,22.625,10.4202,943,6667,10.25799,778.7603,2493.333,-2,400
2026-05-06 18:16:58,UNO_01,22.6875,10.54229,1066,6833,10.51289,470.0259,2473.333,-2,400
2026-05-06 18:17:10,UNO_01,22.6875,10.43764,941,6661,10.24825,443.604,2476.667,-2,400
2026-05-06 18:17:23,UNO_01,22.6875,10.42456,941,6666,10.25619,441.1177,2498.333,-2,498
2026-05-06 18:17:36,UNO_01,22.6875,10.442,1088,7050,10.84634,500.4126,2480.833,-2,878
2026-05-06 18:17:49,UNO_01,22.6875,10.44462,941,6657,10.24296,493.0356,2485.833,-2,558
2026-05-06 18:18:01,UNO_01,22.6875,10.43415,941,6662,10.24957,430.3384,2482.5,-2,496
2026-05-06 18:18:14,UNO_01,22.6875,10.43328,975,7125,10.96278,848.4458,2473.333,-2,444
2026-05-06 18:18:26,UNO_01,22.6875,10.55712,941,6658,10.24428,446.0864,2495.833,-2,417
2026-05-06 18:18:39,UNO_01,22.625,10.43067,944,6672,10.26462,432.8267,2489.167,-2,400
2026-05-06 18:18:52,UNO_01,22.6875,10.42805,940,6974,10.7299,903.5474,2485,-2,400
2026-05-06 18:19:04,UNO_01,22.6875,10.58241,993,6663,10.2509,443.604,2485,-2,400
2026-05-06 18:19:17,UNO_01,22.625,10.44026,944,6669,10.26064,447.7427,2495,-2,400
2026-05-06 18:19:29,UNO_01,22.6875,10.44287,941,6663,10.2509,925.2388,2497.5,-2,400
2026-05-06 18:19:42,UNO_01,22.6875,10.60508,1063,6718,10.33558,449.395,2495.833,-2,400
2026-05-06 18:19:56,UNO_01,22.6875,10.43764,940,6661,10.24825,469.2036,2494.167,-2,400
2026-05-06 18:20:08,UNO_01,22.6875,10.42718,941,6662,10.24957,528.9829,2496.667,-2,400
2026-05-06 18:20:21,UNO_01,22.625,10.4891,1092,6996,10.76407,436.9751,2487.5,-2,400
2026-05-06 18:20:33,UNO_01,22.6875,10.43328,941,6665,10.25487,436.9751,2477.5,-2,1007
2026-05-06 18:20:46,UNO_01,22.6875,10.43677,941,6660,10.24693,438.6333,2494.167,-2,517
2026-05-06 18:20:58,UNO_01,22.6875,10.44026,1030,7062,10.86486,657.5142,2479.167,-2,400
2026-05-06 18:21:11,UNO_01,22.6875,10.51787,941,6663,10.25222,457.6587,2474.167,-2,400
2026-05-06 18:21:24,UNO_01,22.6875,10.44287,940,6660,10.24693,420.3677,2490.833,-2,400
2026-05-06 18:21:37,UNO_01,22.6875,10.43939,941,7141,10.9866,902.0474,2490.833,-2,400
2026-05-06 18:21:49,UNO_01,22.6875,10.592,951,6659,10.2456,435.3169,2481.667,-2,400
2026-05-06 18:22:02,UNO_01,22.625,10.43851,943,6665,10.25534,413.7095,2496.667,-2,400
2026-05-06 18:22:14,UNO_01,22.625,10.44985,944,6792,10.45009,945.3345,2495.833,-2,400
2026-05-06 18:22:27,UNO_01,22.6875,10.62427,1030,6662,10.24957,429.5063,2498.333,-2,400
2026-05-06 18:22:40,UNO_01,22.625,10.45508,944,6677,10.27257,413.7095,2480.833,-2,400
2026-05-06 18:22:53,UNO_01,22.6875,10.442,941,6657,10.24296,840.8442,2484.167,-2,400
2026-05-06 18:23:05,UNO_01,22.6875,10.56759,1065,6818,10.4904,446.0864,2481.667,-2,400
2026-05-06 18:23:18,UNO_01,22.6875,10.43939,940,6658,10.24428,422.0298,2480.833,-2,400
2026-05-06 18:23:32,UNO_01,22.625,10.44026,943,6667,10.25799,432.8267,2485,-2,400
2026-05-06 18:23:43,UNO_01,22.6875,10.44287,1099,7047,10.84237,468.3794,2475.833,-2,400
2026-05-06 18:23:56,UNO_01,22.6875,10.43851,940,6659,10.2456,396.1938,2478.333,-2,400
2026-05-06 18:24:09,UNO_01,22.6875,10.44287,940,6662,10.24957,426.186,2495,-2,400
2026-05-06 18:24:21,UNO_01,22.6875,10.45247,990,7116,10.94823,785.7036,2495.833,-2,400
2026-05-06 18:24:34,UNO_01,22.6875,10.54578,940,6664,10.25354,446.0864,2497.5,-2,400
2026-05-06 18:24:47,UNO_01,22.6875,10.44549,940,6662,10.24957,417.0396,2498.333,-2,400
2026-05-06 18:24:59,UNO_01,22.6875,10.44898,940,6976,10.73254,878.7271,2498.333,-2,400
2026-05-06 18:25:12,UNO_01,22.6875,10.60944,987,6661,10.24825,410.3774,2487.5,-2,400
2026-05-06 18:25:25,UNO_01,22.625,10.44985,943,6672,10.26594,420.3677,2495,-2,400
2026-05-06 18:25:37,UNO_01,22.6875,10.45683,941,6663,10.25222,903.5474,2482.5,-2,400
2026-05-06 18:25:50,UNO_01,22.6875,10.65654,1062,6702,10.31176,396.1938,2493.333,-2,400
2026-05-06 18:26:03,UNO_01,22.625,10.46729,944,6667,10.25799,480.7251,2493.333,-2,400
2026-05-06 18:26:16,UNO_01,22.6875,10.46293,940,6657,10.24296,595.2856,2491.667,-2,400
2026-05-06 18:26:28,UNO_01,22.6875,10.52834,1078,6933,10.66638,417.8716,2489.167,-2,400
2026-05-06 18:26:43,UNO_01,22.6875,10.46119,940,6666,10.25619,437.8032,2485.833,-2,400
2026-05-06 18:26:54,UNO_01,22.6875,10.45508,941,6659,10.2456,395.356,2490.833,-2,400
2026-05-06 18:27:06,UNO_01,22.6875,10.44549,1054,7053,10.85163,599.2993,2495.833,-2,400
2026-05-06 18:27:19,UNO_01,22.6875,10.50043,941,6663,10.25222,467.5571,2493.333,-2,400
2026-05-06 18:27:32,UNO_01,22.625,10.45945,943,6676,10.27124,468.3794,2473.333,-2,400
2026-05-06 18:27:44,UNO_01,22.6875,10.4577,940,7163,11.021,865.8833,2499.167,-2,400
2026-05-06 18:27:57,UNO_01,22.6875,10.59462,940,6662,10.24957,484.8306,2495,-2,400
2026-05-06 18:28:09,UNO_01,22.625,10.44113,942,6670,10.26197,426.186,2485,-2,400
2026-05-06 18:28:24,UNO_01,22.6875,10.44724,941,6854,10.54465,931.9497,2494.167,-2,400
2026-05-06 18:28:35,UNO_01,22.6875,10.60596,1017,6663,10.25222,432.8267,2477.5,-2,400
2026-05-06 18:28:47,UNO_01,22.625,10.45857,944,6667,10.25799,499.5903,2488.333,-2,400
2026-05-06 18:29:00,UNO_01,22.6875,10.46642,940,6659,10.2456,827.8872,2476.667,-2,400
2026-05-06 18:29:13,UNO_01,22.6875,10.60247,1064,6778,10.42821,428.6763,2497.5,-2,400
2026-05-06 18:29:26,UNO_01,22.6875,10.47165,940,6664,10.25354,436.9751,2494.167,-2,400
2026-05-06 18:29:38,UNO_01,22.6875,10.46468,942,6662,10.24957,427.8481,2480,-2,400
2026-05-06 18:29:51,UNO_01,22.6875,10.46642,1112,7038,10.82914,454.356,2495,-2,400
2026-05-06 18:30:03,UNO_01,22.6875,10.48038,941,6657,10.24163,412.0435,2491.667,-2,400
2026-05-06 18:30:16,UNO_01,22.6875,10.46817,940,6663,10.2509,453.5278,2483.333,-2,400
2026-05-06 18:30:29,UNO_01,22.6875,10.45945,1004,7086,10.90191,778.7603,2477.5,-2,400
2026-05-06 18:30:42,UNO_01,22.6875,10.5266,941,6663,10.2509,422.0298,2485.833,-2,400
2026-05-06 18:30:54,UNO_01,22.6875,10.4577,940,6658,10.24428,427.0161,2487.5,-2,400
2026-05-06 18:31:07,UNO_01,22.6875,10.47514,941,7050,10.84766,849.9673,2479.167,-2,400
2026-05-06 18:31:20,UNO_01,22.6875,10.61817,969,6660,10.24693,427.0161,2477.5,-2,400
2026-05-06 18:31:32,UNO_01,22.625,10.46642,943,6671,10.26329,439.4595,2492.5,-2,400
2026-05-06 18:31:45,UNO_01,22.6875,10.46293,941,6663,10.2509,1010.877,2493.333,-2,400
2026-05-06 18:31:58,UNO_01,22.6875,10.65479,1054,6662,10.24957,410.3774,2469.167,-2,400
2026-05-06 18:32:10,UNO_01,22.625,10.45945,943,6670,10.26197,425.354,2485.833,-2,400
2026-05-06 18:32:23,UNO_01,22.6875,10.45072,939,6661,10.24825,660.6841,2493.333,-2,400
2026-05-06 18:32:36,UNO_01,22.6875,10.5641,1072,6893,10.60552,415.3755,2471.667,-2,400
2026-05-06 18:32:48,UNO_01,22.6875,10.45334,940,6687,10.28795,471.6743,2480,-2,400
2026-05-06 18:33:01,UNO_01,22.6875,10.4577,940,6664,10.25354,473.3247,2471.667,-2,400
2026-05-06 18:33:14,UNO_01,22.6875,10.47863,1066,7051,10.84899,526.5435,2490,-2,400
2026-05-06 18:33:26,UNO_01,22.6875,10.50915,939,6664,10.25354,460.9614,2475.833,-2,400
2026-05-06 18:33:39,UNO_01,22.6875,10.46293,941,6660,10.24693,433.6587,2481.667,-2,400
2026-05-06 18:33:52,UNO_01,22.6875,10.43764,953,7155,11.00909,789.5532,2473.333,-2,400
2026-05-06 18:34:04,UNO_01,22.6875,10.49171,940,6661,10.24825,488.1157,2490.833,-2,400
2026-05-06 18:34:17,UNO_01,22.6875,10.29026,940,6658,10.24428,452.7017,2495.833,-2,400
2026-05-06 18:34:30,UNO_01,22.6875,10.20741,939,6920,10.64653,865.1274,2494.167,-2,400
2026-05-06 18:34:42,UNO_01,22.6875,10.25974,996,6664,10.25354,470.8521,2495,-2,400
2026-05-06 18:34:55,UNO_01,22.6875,10.02166,941,6652,10.23502,285.5864,2496.667,-2,400
2026-05-06 18:35:08,UNO_01,22.6875,9.941422,941,6657,10.24163,878.7271,2497.5,-2,400
2026-05-06 18:35:20,UNO_01,22.6875,10.07049,1060,6712,10.32632,386.9927,2497.5,-2,400
2026-05-06 18:35:33,UNO_01,22.6875,9.83241,939,6653,10.23634,329.7642,2497.5,-2,400
2026-05-06 18:35:46,UNO_01,22.6875,9.769621,940,6653,10.23634,464.2603,2492.5,-2,400
2026-05-06 18:35:58,UNO_01,22.6875,9.824561,1090,6980,10.73916,416.2075,2492.5,-2,400
2026-05-06 18:36:11,UNO_01,22.6875,9.731249,941,6654,10.23766,320.4497,2495.833,-2,400
2026-05-06 18:36:24,UNO_01,22.6875,9.668458,940,6650,10.23105,426.186,2474.167,-2,400
2026-05-06 18:36:36,UNO_01,22.6875,9.610899,1041,7050,10.84766,603.3091,2475.833,-2,400
2026-05-06 18:36:49,UNO_01,22.75,9.61962,939,6651,10.23324,469.2036,2498.333,-2,400
2026-05-06 18:37:02,UNO_01,22.6875,9.541132,940,6654,10.23766,371.9048,2482.5,-2,400
2026-05-06 18:37:15,UNO_01,22.6875,9.507121,940,7128,10.96675,791.8618,2497.5,-2,400
2026-05-06 18:37:27,UNO_01,22.75,9.567295,944,6645,10.22399,443.604,2485.833,-2,400
2026-05-06 18:37:40,UNO_01,22.6875,9.443458,940,6652,10.23502,466.7329,2478.333,-2,400
2026-05-06 18:37:52,UNO_01,22.6875,9.403341,941,6811,10.47849,902.0474,2479.167,-2,400
2026-05-06 18:38:06,UNO_01,22.75,9.467877,1020,6643,10.22003,356.7739,2498.333,-2,400
2026-05-06 18:38:18,UNO_01,22.6875,9.315261,940,6647,10.22708,360.981,2476.667,-2,400
2026-05-06 18:38:31,UNO_01,22.75,9.276016,938,6646,10.22531,743.1138,2492.5,-2,400
2026-05-06 18:38:43,UNO_01,22.6875,9.349272,1063,6786,10.44144,379.4556,2495,-2,400
2026-05-06 18:38:56,UNO_01,22.6875,9.201016,940,6645,10.22443,392.8501,2477.5,-2,400
2026-05-06 18:39:08,UNO_01,22.6875,9.155667,954,6663,10.2509,361.8208,2479.167,-2,400
2026-05-06 18:39:21,UNO_01,22.6875,9.099854,1101,7031,10.81723,371.0649,2484.167,-2,400
2026-05-06 18:39:34,UNO_01,22.6875,9.053633,940,6647,10.22708,374.4243,2485.833,-2,400
2026-05-06 18:39:47,UNO_01,22.6875,9.001307,940,6643,10.22046,386.9927,2493.333,-2,400
2026-05-06 18:39:59,UNO_01,22.6875,8.960319,1004,7064,10.86883,640.0454,2498.333,-2,400
2026-05-06 18:40:13,UNO_01,22.75,8.955087,937,6636,10.20945,356.7739,2498.333,-2,400
2026-05-06 18:40:25,UNO_01,22.6875,8.875727,941,6647,10.22708,416.2075,2487.5,-2,400
2026-05-06 18:40:37,UNO_01,22.75,8.837355,938,7049,10.84515,858.313,2479.167,-2,400
2026-05-06 18:40:50,UNO_01,22.6875,8.868749,968,6642,10.21914,352.563,2492.5,-2,400
2026-05-06 18:41:03,UNO_01,22.6875,8.767587,940,6646,10.22575,424.5239,2484.167,-2,400
2026-05-06 18:41:15,UNO_01,22.75,8.732702,937,6633,10.20549,958.6763,2474.167,-2,400
2026-05-06 18:41:28,UNO_01,22.6875,8.766715,1046,6641,10.21782,373.5845,2476.667,-2,400
2026-05-06 18:41:41,UNO_01,22.6875,8.682994,939,6644,10.22179,344.1294,2487.5,-2,400
2026-05-06 18:41:53,UNO_01,22.6875,8.655087,940,6643,10.22046,640.0454,2499.167,-2,400
2026-05-06 18:42:07,UNO_01,22.75,8.674273,1066,6844,10.5306,352.563,2496.667,-2,400
2026-05-06 18:42:19,UNO_01,22.6875,8.607994,941,6641,10.21782,368.5454,2500,-2,400
2026-05-06 18:42:31,UNO_01,22.6875,8.533866,940,6643,10.22046,350.0337,2493.333,-2,400
2026-05-06 18:42:44,UNO_01,22.6875,8.382122,1084,7024,10.80664,446.9146,2498.333,-2,400
2026-05-06 18:42:57,UNO_01,22.75,8.28968,937,6630,10.2002,354.2466,2498.333,-2,400
2026-05-06 18:43:10,UNO_01,22.6875,8.23125,939,6639,10.21517,370.2271,2477.5,-2,400
2026-05-06 18:43:22,UNO_01,22.6875,8.201599,964,7111,10.94029,734.5474,2489.167,-2,400
2026-05-06 18:43:36,UNO_01,22.75,8.194622,938,6634,10.20681,356.7739,2500,-2,400
2026-05-06 18:43:48,UNO_01,22.6875,8.136191,939,6638,10.21252,365.1841,2482.5,-2,400
2026-05-06 18:44:00,UNO_01,22.75,8.082994,938,6926,10.65616,825.5981,2494.167,-2,400
2026-05-06 18:44:13,UNO_01,22.75,8.065553,988,6627,10.19624,389.5063,2500,-2,400
2026-05-06 18:44:25,UNO_01,22.6875,8.016716,939,6632,10.20458,360.981,2480.833,-2,400
2026-05-06 18:44:38,UNO_01,22.75,7.970494,937,6624,10.19227,852.2427,2499.167,-2,400
2026-05-06 18:44:51,UNO_01,22.75,7.960902,1058,6682,10.28082,380.2935,2475.833,-2,400
2026-05-06 18:45:04,UNO_01,22.6875,7.888518,940,6632,10.20326,361.8208,2476.667,-2,400
2026-05-06 18:45:16,UNO_01,22.75,7.844914,937,6629,10.19888,488.936,2499.167,-2,400
2026-05-06 18:45:29,UNO_01,22.75,7.807414,1080,6927,10.65748,365.1841,2476.667,-2,400
2026-05-06 18:45:42,UNO_01,22.75,7.772531,937,6626,10.19492,339.9106,2499.167,-2,400
2026-05-06 18:45:54,UNO_01,22.75,7.738518,936,6624,10.19095,358.4536,2493.333,-2,400
2026-05-06 18:46:07,UNO_01,22.75,7.687937,1035,7020,10.80154,554.9653,2480,-2,400
2026-05-06 18:46:20,UNO_01,22.75,7.66003,937,6623,10.18963,366.8657,2477.5,-2,400
2026-05-06 18:46:32,UNO_01,22.75,7.619914,938,6620,10.18566,367.7056,2486.667,-2,400
2026-05-06 18:46:45,UNO_01,22.6875,7.577181,939,7100,10.92309,798.0161,2480,-2,400
2026-05-06 18:46:58,UNO_01,22.75,7.50567,948,6620,10.18566,366.0259,2483.333,-2,400
2026-05-06 18:47:10,UNO_01,22.6875,7.476891,939,6630,10.20061,344.9731,2497.5,-2,400
2026-05-06 18:47:23,UNO_01,22.75,7.425437,937,6739,10.36805,923.7466,2495.833,-2,400
2026-05-06 18:47:36,UNO_01,22.75,7.353926,1025,6618,10.1817,350.0337,2491.667,-2,400
2026-05-06 18:47:48,UNO_01,22.75,7.33038,937,6616,10.17906,374.4243,2500,-2,400
2026-05-06 18:48:01,UNO_01,22.75,7.278925,937,6612,10.17245,689.8989,2489.167,-2,400
2026-05-06 18:48:13,UNO_01,22.75,7.203926,1061,6801,10.4632,363.5044,2478.333,-2,400
2026-05-06 18:48:28,UNO_01,22.75,7.176891,936,6610,10.1698,373.5845,2478.333,-2,400
2026-05-06 18:48:39,UNO_01,22.75,7.104507,937,6606,10.1632,356.7739,2497.5,-2,400
2026-05-06 18:48:54,UNO_01,22.75,7.050438,1068,6985,10.74735,451.8755,2495,-2,400
2026-05-06 18:49:04,UNO_01,22.75,6.978054,936,6602,10.15791,373.5845,2502.5,-2,400
2026-05-06 18:49:17,UNO_01,22.75,6.936194,937,6600,10.15394,361.8208,2496.667,-2,400
2026-05-06 18:49:29,UNO_01,22.75,6.876019,950,7099,10.9218,767.9419,2477.5,-2,400
2026-05-06 18:49:42,UNO_01,22.75,6.775729,937,6592,10.14205,347.5044,2499.167,-2,400
2026-05-06 18:49:55,UNO_01,22.75,6.76788,937,6589,10.13809,355.0864,2489.167,-2,400
2026-05-06 18:50:08,UNO_01,22.75,6.714682,937,6797,10.45792,841.606,2495,-2,400
2026-05-06 18:50:20,UNO_01,22.75,6.583868,1012,6578,10.12091,366.8657,2492.5,-2,400
2026-05-06 18:50:33,UNO_01,22.6875,6.610903,939,6583,10.12784,372.7446,2494.167,-2,400
2026-05-06 18:50:46,UNO_01,22.75,6.56381,936,6564,10.09976,784.1606,2482.5,-2,400
2026-05-06 18:50:58,UNO_01,22.75,6.467009,1059,6712,10.32708,371.0649,2489.167,-2,400
2026-05-06 18:51:11,UNO_01,22.75,6.493171,936,6556,10.08654,355.9321,2494.167,-2,400
2026-05-06 18:51:24,UNO_01,22.75,6.452183,937,6547,10.07333,347.5044,2501.667,-2,400
2026-05-06 18:51:36,UNO_01,22.75,6.42602,1084,6923,10.65219,446.9146,2501.667,-2,400
2026-05-06 18:51:49,UNO_01,22.75,6.385904,937,6537,10.05747,369.3853,2501.667,-2,400
2026-05-06 18:52:02,UNO_01,22.75,6.378055,936,6533,10.05086,359.2993,2500,-2,400
2026-05-06 18:52:14,UNO_01,22.75,6.353637,965,7011,10.787,772.5845,2486.667,-2,400
2026-05-06 18:52:27,UNO_01,22.75,6.262939,938,6520,10.03104,367.7056,2500.833,-2,400
2026-05-06 18:52:42,UNO_01,22.6875,6.930089,940,6558,10.08946,422.0298,2504.167,-2,400
2026-05-06 18:52:55,UNO_01,22.6875,7.248403,939,6804,10.46922,931.9497,2478.333,-2,400
2026-05-06 18:53:05,UNO_01,22.6875,7.396658,1005,6578,10.12122,508.5903,2480.833,-2,400
2026-05-06 18:53:18,UNO_01,22.6875,7.541425,939,6585,10.13181,443.604,2481.667,-2,400
2026-05-06 18:53:30,UNO_01,22.6875,7.645204,940,6589,10.13842,899.7974,2503.333,-2,400
